User ID,Latitude,Longitude,Smoker,Alcohol Consumption,Dress Code,Ambiance Preference,Transport,Marital Status,Children,Birth Year,Occupation,Budget,Place ID,Overall Rating,Food Rating,Service Rating,Cuisine
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,132754,2,2,2,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,135079,2,2,2,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,135080,2,1,2,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,132755,2,2,1,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,132723,2,2,1,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,132922,2,2,2,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,132937,2,2,1,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,135041,0,1,1,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,132862,1,2,2,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,135075,2,2,2,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,132825,2,2,1,Mexican
U1003,22.119847,-100.946527,False,social drinker,formal,family,public,single,independent,1989,student,low,135064,0,0,0,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Bakery
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Bakery
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Bakery
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Bakery
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Bakery
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Bakery
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Bakery
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Bakery
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Breakfast-Brunch
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Breakfast-Brunch
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Japanese
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Japanese
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Japanese
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Japanese
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Japanese
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Japanese
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Japanese
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Japanese
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Contemporary
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Contemporary
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Contemporary
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Contemporary
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Contemporary
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Contemporary
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Contemporary
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Contemporary
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Mexican
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Bagels
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Bagels
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Bagels
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Bagels
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Bagels
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Bagels
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Bagels
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Bagels
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Cafe-Coffee_Shop
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Cafe-Coffee_Shop
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Continental-European
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Continental-European
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Continental-European
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Continental-European
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Continental-European
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Continental-European
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Continental-European
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Continental-European
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132958,2,2,2,Cafeteria
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132955,2,2,2,Cafeteria
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,132954,2,2,2,Cafeteria
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135032,2,2,2,Cafeteria
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135062,2,2,1,Cafeteria
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135106,2,2,2,Cafeteria
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135028,2,2,2,Cafeteria
U1004,18.867,-99.183,False,Moderate,informal,family,public,single,independent,1940,professional,medium,135060,1,1,1,Cafeteria
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,135032,2,1,2,American
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,135042,2,1,2,American
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,135043,0,2,0,American
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,135057,1,2,1,American
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,135041,1,1,1,American
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,135066,2,1,1,American
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,132830,1,1,0,American
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,135076,2,2,1,American
U1005,22.183477,-100.959891,False,Moderate,no preference,family,public,single,independent,1992,student,medium,135050,1,2,1,American
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,132884,2,2,2,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,135030,1,1,2,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,135048,1,1,2,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,132825,1,1,1,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,135075,1,1,2,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,132572,1,0,1,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,132922,2,1,2,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,135026,2,2,2,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,132875,2,2,2,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,135079,1,1,1,Mexican
U1006,22.15,-100.983,True,social drinker,no preference,friends,car owner,single,independent,1989,student,medium,132954,1,1,1,Mexican
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,135038,1,1,0,Family
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,132572,1,1,1,Family
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,135086,0,0,0,Family
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,135032,1,1,0,Family
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,135025,1,1,1,Family
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,135085,1,2,0,Family
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,135058,1,2,1,Family
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,135057,1,1,2,Family
U1007,22.118464,-100.938256,False,casual drinker,informal,solitary,public,single,independent,1989,student,low,135108,1,1,1,Family
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Mexican
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Juice
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Hawaiian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Hot_Dogs
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Latin_American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Korean
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,American
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Cafeteria
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135054,1,1,1,Italian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132846,1,1,1,Italian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135069,1,1,1,Italian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132869,1,1,1,Italian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132851,1,1,1,Italian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,135108,1,1,0,Italian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132854,2,2,1,Italian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132858,1,2,1,Italian
U1008,22.122989,-100.923811,False,social drinker,formal,solitary,public,single,independent,1989,student,low,132866,1,1,1,Italian
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135079,1,2,2,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135063,0,0,0,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135052,2,1,0,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,132825,1,1,0,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135038,2,2,2,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135058,1,1,2,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,132834,2,2,1,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135059,2,1,1,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135060,1,1,1,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,132862,2,1,2,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,132754,1,2,1,Diner
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135079,1,2,2,Fast_Food
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135063,0,0,0,Fast_Food
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135052,2,1,0,Fast_Food
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,132825,1,1,0,Fast_Food
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135038,2,2,2,Fast_Food
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,135058,1,1,2,Fast_Food
U1009,22.159427,-100.990448,False,Moderate,formal,family,on foot,single,kids,1991,student,medium,132834,2,2,1,Fast_Food
