user_id,latitude,longitude,smoker,drink_level,dress_perference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,placeid,rating,food_rating,service_rating,rcuisine
U1002,22.150087,-100.983325,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,132862,2,2,2,Mexican
U1002,22.150087,-100.983325,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,135052,1,1,1,Mexican
U1002,22.150087,-100.983325,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,132825,2,2,0,Mexican
U1002,22.150087,-100.983325,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,135106,1,1,1,Mexican
U1002,22.150087,-100.983325,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,135062,1,2,1,Mexican
U1002,22.150087,-100.983325,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87,132921,2,1,1,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135059,2,2,2,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132754,2,2,2,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135079,2,2,2,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135080,2,1,2,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132755,2,2,1,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132723,2,2,1,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132922,2,2,2,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132937,2,2,1,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135041,0,1,1,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132862,1,2,2,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135075,2,2,2,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,132825,2,2,1,Mexican
U1003,22.119847,-100.946527,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69,135064,0,0,0,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Bakery
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Bakery
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Bakery
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Bakery
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Bakery
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Bakery
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Bakery
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Bakery
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Breakfast-Brunch
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Breakfast-Brunch
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Breakfast-Brunch
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Japanese
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Japanese
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Japanese
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Japanese
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Japanese
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Japanese
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Japanese
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Japanese
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Contemporary
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Contemporary
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Contemporary
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Contemporary
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Contemporary
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Contemporary
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Contemporary
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Contemporary
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Mexican
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Bagels
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Bagels
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Bagels
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Bagels
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Bagels
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Bagels
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Bagels
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Bagels
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Cafe-Coffee_Shop
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Cafe-Coffee_Shop
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Cafe-Coffee_Shop
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Continental-European
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Continental-European
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Continental-European
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Continental-European
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Continental-European
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Continental-European
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Continental-European
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Continental-European
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132958,2,2,2,Cafeteria
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132955,2,2,2,Cafeteria
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,132954,2,2,2,Cafeteria
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135032,2,2,2,Cafeteria
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135062,2,2,1,Cafeteria
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135106,2,2,2,Cafeteria
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135028,2,2,2,Cafeteria
U1004,18.867,-99.183,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53,135060,1,1,1,Cafeteria
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,135032,2,1,2,American
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,135042,2,1,2,American
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,135043,0,2,0,American
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,135057,1,2,1,American
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,135041,1,1,1,American
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,135066,2,1,1,American
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,132830,1,1,0,American
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,135076,2,2,1,American
U1005,22.183477,-100.959891,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69,135050,1,2,1,American
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,132884,2,2,2,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,135030,1,1,2,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,135048,1,1,2,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,132825,1,1,1,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,135075,1,1,2,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,132572,1,0,1,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,132922,2,1,2,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,135026,2,2,2,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,132875,2,2,2,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,135079,1,1,1,Mexican
U1006,22.15,-100.983,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8,132954,1,1,1,Mexican
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,135038,1,1,0,Family
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,132572,1,1,1,Family
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,135086,0,0,0,Family
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,135032,1,1,0,Family
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,135025,1,1,1,Family
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,135085,1,2,0,Family
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,135058,1,2,1,Family
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,135057,1,1,2,Family
U1007,22.118464,-100.938256,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59,135108,1,1,1,Family
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135054,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132846,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135069,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132869,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132851,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135108,1,1,0,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132854,2,2,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132858,1,2,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132866,1,1,1,Cafe-Coffee_Shop
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135054,1,1,1,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132846,1,1,1,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135069,1,1,1,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132869,1,1,1,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132851,1,1,1,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135108,1,1,0,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132854,2,2,1,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132858,1,2,1,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132866,1,1,1,Mexican
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135054,1,1,1,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132846,1,1,1,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135069,1,1,1,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132869,1,1,1,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132851,1,1,1,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135108,1,1,0,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132854,2,2,1,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132858,1,2,1,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132866,1,1,1,Juice
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135054,1,1,1,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132846,1,1,1,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135069,1,1,1,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132869,1,1,1,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132851,1,1,1,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135108,1,1,0,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132854,2,2,1,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132858,1,2,1,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,132866,1,1,1,Hawaiian
U1008,22.122989,-100.923811,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72,135054,1,1,1,Hot_Dogs
